site,city,AQI,SO₂,NO₂,O₃,PM₁₀,PM₂.₅,CO,O₃-8h,PM₁₀-24h,PM₂.₅-24h,time
泰顺实验中学,温州市,20,5,6,63,4,3,0.6,70,--,--,2026-04-30 08:00:00
平阳监测站,温州市,22,9,4,70,5,3,0.5,64,8,4,2026-04-30 08:00:00
花园桥,温州市,24,6,9,74,8,2,0.3,74,5,2,2026-04-30 08:00:00
大峃,温州市,24,6,7,74,5,4,0.3,74,5,4,2026-04-30 08:00:00
平阳县政府,温州市,24,6,10,75,7,5,0.6,70,9,4,2026-04-30 08:00:00
乐成,温州市,16,5,27,49,11,4,0.5,60,7,--,2026-04-30 08:00:00
罗阳,温州市,--,5,8,71,--,--,0.4,78,--,--,2026-04-30 08:00:00
上塘,温州市,20,5,16,64,8,2,0.4,64,7,3,2026-04-30 08:00:00
安阳新区,温州市,--,9,7,78,--,--,0.3,70,6,5,2026-04-30 08:00:00
柳市,温州市,26,4,15,83,8,4,0.2,89,6,3,2026-04-30 08:00:00
灵溪,温州市,19,8,3,60,10,4,0.4,50,24,7,2026-04-30 08:00:00
瓯北,温州市,20,8,30,61,9,7,0.4,56,10,6,2026-04-30 08:00:00
苍南中学,温州市,18,7,12,57,6,4,0.4,55,13,8,2026-04-30 08:00:00
洞头气象局,温州市,--,7,12,82,--,1,0.5,92,9,--,2026-04-30 08:00:00
安吉实验小学,湖州市,26,7,9,70,24,18,0.4,67,18,15,2026-04-30 08:00:00
龙山新区,湖州市,23,4,28,61,23,14,0.9,62,13,10,2026-04-30 08:00:00
春晖小学,湖州市,21,4,6,67,16,14,0.6,61,13,12,2026-04-30 08:00:00
职教中心,湖州市,48,5,14,54,48,15,0.7,53,24,10,2026-04-30 08:00:00
地信科创园,湖州市,25,6,15,54,25,14,0.3,57,27,11,2026-04-30 08:00:00
安吉城东,湖州市,24,5,4,74,18,15,0.3,69,12,11,2026-04-30 08:00:00
城东站,绍兴市,43,4,15,71,34,30,0.6,73,13,11,2026-04-30 08:00:00
城新小学,绍兴市,23,7,11,71,19,15,0.4,70,14,11,2026-04-30 08:00:00
丽湖小区,绍兴市,29,5,14,92,17,20,0.5,90,6,6,2026-04-30 08:00:00
马寅初初中,绍兴市,39,5,15,76,31,27,0.6,74,14,11,2026-04-30 08:00:00
钟楼站,绍兴市,38,4,14,80,28,26,0.5,80,11,10,2026-04-30 08:00:00
杨树畈,绍兴市,22,5,10,69,10,8,0.4,63,10,6,2026-04-30 08:00:00
青少年宫,绍兴市,24,6,16,75,14,10,0.3,73,12,7,2026-04-30 08:00:00
岱山高亭,舟山市,31,6,8,99,18,12,0.3,98,11,6,2026-04-30 08:00:00
岱山环保大楼,舟山市,34,5,11,108,19,12,0.3,107,12,6,2026-04-30 08:00:00
嵊泗菜园,舟山市,35,7,8,110,13,10,0.3,113,11,7,2026-04-30 08:00:00
图书馆大楼,衢州市,21,5,18,67,15,7,0.2,71,10,--,2026-04-30 08:00:00
开化气象局,衢州市,20,5,5,64,9,4,0.2,68,6,--,2026-04-30 08:00:00
江山环保大楼,衢州市,25,7,14,73,19,17,0.5,78,9,7,2026-04-30 08:00:00
衢州三中（市）,衢州市,27,6,14,86,18,13,0.4,87,11,7,2026-04-30 08:00:00
开化监测大楼,衢州市,22,7,7,69,7,4,0.4,67,3,2,2026-04-30 08:00:00
龙游二高,衢州市,25,5,11,80,20,13,0.3,79,11,7,2026-04-30 08:00:00
建设大楼,衢州市,30,6,14,96,18,12,0.5,98,9,5,2026-04-30 08:00:00
常山环保大楼,衢州市,23,4,19,71,13,2,0.4,74,9,--,2026-04-30 08:00:00
人民医院,衢州市,26,6,12,83,19,13,0.5,87,10,5,2026-04-30 08:00:00
第五中学,金华市,25,7,12,80,19,8,0.5,72,12,6,2026-04-30 08:00:00
江东,金华市,25,6,10,80,12,11,0.4,76,7,8,2026-04-30 08:00:00
浦江实验中学,金华市,26,5,6,81,7,4,0.3,74,5,4,2026-04-30 08:00:00
国税大楼,金华市,26,8,15,83,7,6,0.4,80,4,3,2026-04-30 08:00:00
南园初中,金华市,26,4,9,82,17,12,0.4,82,6,--,2026-04-30 08:00:00
北苑,金华市,26,5,12,82,12,8,0.4,73,7,5,2026-04-30 08:00:00
浦江中学,金华市,21,4,8,66,14,9,0.4,65,11,5,2026-04-30 08:00:00
儿童公园,金华市,46,5,18,74,46,11,0.7,78,13,7,2026-04-30 08:00:00
永康一中,金华市,33,7,14,72,21,23,0.4,76,12,10,2026-04-30 08:00:00
兰溪八中,金华市,23,6,11,71,13,7,0.4,69,7,4,2026-04-30 08:00:00
东阳环保大楼,金华市,20,7,16,61,14,10,0.7,65,7,6,2026-04-30 08:00:00
西城供电所,金华市,40,6,11,65,29,28,0.3,72,15,13,2026-04-30 08:00:00
武义县政府,金华市,21,8,12,67,18,8,0.5,77,9,4,2026-04-30 08:00:00
广厦学院,金华市,33,5,14,71,20,23,0.5,66,11,11,2026-04-30 08:00:00
兰溪监测站,金华市,24,6,9,74,11,15,0.6,79,5,6,2026-04-30 08:00:00
武义北岭幼儿园,金华市,22,7,16,67,21,15,0.5,74,16,8,2026-04-30 08:00:00
